order_id,farmer_id,season,order_date,deadline,principal_cents,service_fee_cents,total_due_cents
O-02221,F-01125,2025B,2025-07-24,2026-02-28,2862500,343500,3206000
O-02222,F-01126,2025A,2025-01-29,2025-09-30,802000,96240,898240
O-02223,F-01126,2025B,2025-07-10,2026-02-28,140000,16800,156800
O-02224,F-01126,2026A,2026-02-20,2026-09-30,2745000,329400,3074400
O-02225,F-01127,2026A,2026-01-20,2026-09-30,454500,54540,509040
O-02226,F-01127,2025A,2025-01-15,2025-09-30,3591000,430920,4021920
O-02227,F-01128,2025B,2025-07-08,2026-02-28,1948500,233820,2182320
O-02228,F-01128,2026A,2026-02-16,2026-09-30,1095000,131400,1226400
O-02229,F-01128,2025A,2025-01-22,2025-09-30,1965000,235800,2200800
O-02230,F-01129,2026A,2026-02-11,2026-09-30,806500,96780,903280
O-02231,F-01129,2025A,2025-02-13,2025-09-30,650000,78000,728000
O-02232,F-01130,2025A,2025-02-03,2025-09-30,2123500,254820,2378320
O-02233,F-01131,2025B,2025-08-07,2026-02-28,1441000,172920,1613920
O-02234,F-01132,2025A,2025-02-08,2025-09-30,964000,115680,1079680
O-02235,F-01133,2025A,2025-01-15,2025-09-30,2631000,315720,2946720
O-02236,F-01133,2026A,2026-02-14,2026-09-30,2580000,309600,2889600
O-02237,F-01133,2025B,2025-07-05,2026-02-28,342000,41040,383040
O-02238,F-01134,2025A,2025-02-17,2025-09-30,2114000,253680,2367680
O-02239,F-01135,2025A,2025-01-31,2025-09-30,1670000,200400,1870400
O-02240,F-01135,2026A,2026-02-15,2026-09-30,3712000,445440,4157440
O-02241,F-01135,2025B,2025-07-24,2026-02-28,856000,102720,958720
O-02242,F-01136,2025B,2025-08-04,2026-02-28,388500,46620,435120
O-02243,F-01136,2026A,2026-02-04,2026-09-30,152000,18240,170240
O-02244,F-01137,2025B,2025-07-13,2026-02-28,2798000,335760,3133760
O-02245,F-01137,2025A,2025-01-17,2025-09-30,2106500,252780,2359280
O-02246,F-01138,2025A,2025-01-29,2025-09-30,191000,22920,213920
O-02247,F-01138,2026A,2026-01-30,2026-09-30,352500,42300,394800
O-02248,F-01139,2026A,2026-01-12,2026-09-30,1312000,157440,1469440
O-02249,F-01139,2025B,2025-07-29,2026-02-28,1405000,168600,1573600
O-02250,F-01139,2025A,2025-02-18,2025-09-30,208000,24960,232960
O-02251,F-01140,2025A,2025-01-27,2025-09-30,3202000,384240,3586240
O-02252,F-01141,2025B,2025-07-11,2026-02-28,1712000,205440,1917440
O-02253,F-01141,2026A,2026-02-02,2026-09-30,2099000,251880,2350880
O-02254,F-01142,2025A,2025-01-23,2025-09-30,164000,19680,183680
O-02255,F-01142,2025B,2025-08-10,2026-02-28,770000,92400,862400
O-02256,F-01143,2025A,2025-01-19,2025-09-30,1719500,206340,1925840
O-02257,F-01143,2025B,2025-07-19,2026-02-28,2491000,298920,2789920
O-02258,F-01144,2025B,2025-07-05,2026-02-28,1331000,159720,1490720
O-02259,F-01145,2025B,2025-07-24,2026-02-28,2308500,277020,2585520
O-02260,F-01146,2025A,2025-02-11,2025-09-30,1927000,231240,2158240
O-02261,F-01147,2025B,2025-07-02,2026-02-28,1527000,183240,1710240
O-02262,F-01147,2025A,2025-02-24,2025-09-30,926000,111120,1037120
O-02263,F-01147,2026A,2026-02-17,2026-09-30,1643500,197220,1840720
O-02264,F-01148,2025B,2025-07-26,2026-02-28,2120000,254400,2374400
O-02265,F-01148,2026A,2026-01-27,2026-09-30,1261000,151320,1412320
O-02266,F-01149,2025B,2025-07-05,2026-02-28,418500,50220,468720
O-02267,F-01149,2025A,2025-02-07,2025-09-30,1648000,197760,1845760
O-02268,F-01149,2026A,2026-01-16,2026-09-30,250500,30060,280560
O-02269,F-01150,2026A,2026-01-12,2026-09-30,510000,61200,571200
O-02270,F-01150,2025B,2025-07-24,2026-02-28,2010000,241200,2251200
O-02271,F-01151,2025B,2025-07-15,2026-02-28,2702000,324240,3026240
O-02272,F-01151,2026A,2026-02-02,2026-09-30,2701500,324180,3025680
O-02273,F-01152,2025A,2025-02-21,2025-09-30,2078000,249360,2327360
O-02274,F-01152,2026A,2026-02-19,2026-09-30,631500,75780,707280
O-02275,F-01152,2025B,2025-08-01,2026-02-28,2295000,275400,2570400
O-02276,F-01153,2025A,2025-02-24,2025-09-30,854000,102480,956480
O-02277,F-01153,2026A,2026-02-14,2026-09-30,2009000,241080,2250080
O-02278,F-01153,2025B,2025-08-04,2026-02-28,2421000,290520,2711520
O-02279,F-01154,2026A,2026-02-20,2026-09-30,2704500,324540,3029040
O-02280,F-01155,2025A,2025-02-10,2025-09-30,1786500,214380,2000880
O-02281,F-01156,2025A,2025-01-21,2025-09-30,1177000,141240,1318240
O-02282,F-01156,2026A,2026-02-10,2026-09-30,453000,54360,507360
O-02283,F-01156,2025B,2025-07-28,2026-02-28,2330000,279600,2609600
O-02284,F-01157,2026A,2026-02-05,2026-09-30,527000,63240,590240
O-02285,F-01158,2025B,2025-08-08,2026-02-28,169000,20280,189280
O-02286,F-01159,2025B,2025-08-08,2026-02-28,490000,58800,548800
O-02287,F-01159,2026A,2026-02-18,2026-09-30,467500,56100,523600
O-02288,F-01159,2025A,2025-02-04,2025-09-30,1080000,129600,1209600
O-02289,F-01160,2026A,2026-02-21,2026-09-30,720000,86400,806400
O-02290,F-01160,2025A,2025-01-20,2025-09-30,1074000,128880,1202880
O-02291,F-01160,2025B,2025-07-08,2026-02-28,3676000,441120,4117120
O-02292,F-01161,2026A,2026-02-07,2026-09-30,1402000,168240,1570240
O-02293,F-01161,2025A,2025-02-11,2025-09-30,596000,71520,667520
O-02294,F-01162,2026A,2026-02-11,2026-09-30,3287000,394440,3681440
O-02295,F-01163,2026A,2026-02-08,2026-09-30,1357000,162840,1519840
O-02296,F-01163,2025A,2025-02-10,2025-09-30,327500,39300,366800
O-02297,F-01163,2025B,2025-07-14,2026-02-28,397000,47640,444640
O-02298,F-01164,2025A,2025-01-15,2025-09-30,1633500,196020,1829520
O-02299,F-01164,2025B,2025-07-12,2026-02-28,1050000,126000,1176000
O-02300,F-01165,2025A,2025-01-22,2025-09-30,1307000,156840,1463840
O-02301,F-01166,2026A,2026-01-24,2026-09-30,576000,69120,645120
O-02302,F-01166,2025A,2025-02-06,2025-09-30,1785000,214200,1999200
O-02303,F-01167,2025B,2025-07-07,2026-02-28,1288000,154560,1442560
O-02304,F-01168,2026A,2026-01-24,2026-09-30,1341000,160920,1501920
O-02305,F-01168,2025B,2025-07-30,2026-02-28,1996000,239520,2235520
O-02306,F-01168,2025A,2025-02-01,2025-09-30,622000,74640,696640
O-02307,F-01169,2025B,2025-07-14,2026-02-28,738000,88560,826560
O-02308,F-01169,2025A,2025-02-09,2025-09-30,966500,115980,1082480
O-02309,F-01170,2025B,2025-07-18,2026-02-28,1712500,205500,1918000
O-02310,F-01170,2025A,2025-02-14,2025-09-30,2353000,282360,2635360
O-02311,F-01171,2025B,2025-08-01,2026-02-28,1176000,141120,1317120
O-02312,F-01172,2025B,2025-07-16,2026-02-28,1627000,195240,1822240
O-02313,F-01172,2026A,2026-02-15,2026-09-30,1418000,170160,1588160
O-02314,F-01173,2025B,2025-07-02,2026-02-28,1912500,229500,2142000
O-02315,F-01174,2026A,2026-01-29,2026-09-30,1927000,231240,2158240
O-02316,F-01174,2025A,2025-02-07,2025-09-30,2566500,307980,2874480
O-02317,F-01175,2025A,2025-02-20,2025-09-30,2061000,247320,2308320
O-02318,F-01176,2025A,2025-01-24,2025-09-30,1876000,225120,2101120
O-02319,F-01176,2026A,2026-01-26,2026-09-30,1096000,131520,1227520
O-02320,F-01177,2026A,2026-02-01,2026-09-30,1264000,151680,1415680
O-02321,F-01177,2025A,2025-02-03,2025-09-30,1780000,213600,1993600
O-02322,F-01177,2025B,2025-07-31,2026-02-28,345000,41400,386400
O-02323,F-01178,2026A,2026-02-17,2026-09-30,2073500,248820,2322320
O-02324,F-01179,2026A,2026-01-16,2026-09-30,1721000,206520,1927520
O-02325,F-01180,2025B,2025-07-19,2026-02-28,2564500,307740,2872240
O-02326,F-01181,2025A,2025-02-15,2025-09-30,3463000,415560,3878560
O-02327,F-01182,2025A,2025-02-07,2025-09-30,413000,49560,462560
O-02328,F-01183,2025A,2025-02-13,2025-09-30,422000,50640,472640
O-02329,F-01183,2026A,2026-01-20,2026-09-30,675000,81000,756000
O-02330,F-01183,2025B,2025-08-06,2026-02-28,3417500,410100,3827600
O-02331,F-01184,2025A,2025-01-27,2025-09-30,879500,105540,985040
O-02332,F-01184,2025B,2025-07-02,2026-02-28,1300000,156000,1456000
O-02333,F-01185,2025B,2025-07-15,2026-02-28,2997000,359640,3356640
O-02334,F-01185,2026A,2026-01-16,2026-09-30,721000,86520,807520
O-02335,F-01186,2025A,2025-01-29,2025-09-30,1447000,173640,1620640
O-02336,F-01186,2025B,2025-07-06,2026-02-28,308000,36960,344960
O-02337,F-01187,2025A,2025-02-16,2025-09-30,2363500,283620,2647120
O-02338,F-01187,2025B,2025-07-04,2026-02-28,1511000,181320,1692320
O-02339,F-01187,2026A,2026-01-24,2026-09-30,2152000,258240,2410240
O-02340,F-01188,2026A,2026-01-19,2026-09-30,1350500,162060,1512560
O-02341,F-01189,2026A,2026-01-18,2026-09-30,300000,36000,336000
O-02342,F-01189,2025A,2025-02-10,2025-09-30,3560500,427260,3987760
O-02343,F-01190,2025B,2025-07-12,2026-02-28,483500,58020,541520
O-02344,F-01190,2025A,2025-02-20,2025-09-30,2962000,355440,3317440
O-02345,F-01191,2025A,2025-01-31,2025-09-30,1626000,195120,1821120
O-02346,F-01192,2025B,2025-08-02,2026-02-28,696000,83520,779520
O-02347,F-01192,2026A,2026-02-08,2026-09-30,2491000,298920,2789920
O-02348,F-01193,2025B,2025-08-03,2026-02-28,758000,90960,848960
O-02349,F-01194,2025A,2025-01-26,2025-09-30,798000,95760,893760
O-02350,F-01194,2026A,2026-02-01,2026-09-30,2315000,277800,2592800
O-02351,F-01194,2025B,2025-07-29,2026-02-28,272000,32640,304640
O-02352,F-01195,2025B,2025-07-24,2026-02-28,2422000,290640,2712640
O-02353,F-01195,2025A,2025-02-09,2025-09-30,136000,16320,152320
O-02354,F-01196,2025B,2025-07-26,2026-02-28,1507500,180900,1688400
O-02355,F-01196,2026A,2026-02-12,2026-09-30,2428000,291360,2719360
O-02356,F-01197,2025B,2025-07-30,2026-02-28,2101000,252120,2353120
O-02357,F-01198,2026A,2026-02-07,2026-09-30,2370500,284460,2654960
O-02358,F-01198,2025A,2025-02-21,2025-09-30,1159500,139140,1298640
O-02359,F-01199,2025A,2025-01-25,2025-09-30,1391000,166920,1557920
O-02360,F-01200,2025A,2025-02-20,2025-09-30,3467000,416040,3883040
O-02361,F-01201,2026A,2026-01-27,2026-09-30,3895000,467400,4362400
O-02362,F-01201,2025B,2025-07-21,2026-02-28,606000,72720,678720
O-02363,F-01201,2025A,2025-01-26,2025-09-30,2255500,270660,2526160
O-02364,F-01202,2026A,2026-01-23,2026-09-30,845500,101460,946960
O-02365,F-01203,2025A,2025-01-18,2025-09-30,1901000,228120,2129120
O-02366,F-01204,2025A,2025-02-20,2025-09-30,1235000,148200,1383200
O-02367,F-01204,2026A,2026-01-14,2026-09-30,396000,47520,443520
O-02368,F-01205,2025B,2025-08-06,2026-02-28,3850000,462000,4312000
O-02369,F-01206,2026A,2026-01-20,2026-09-30,2523000,302760,2825760
O-02370,F-01206,2025B,2025-07-10,2026-02-28,1706000,204720,1910720
O-02371,F-01207,2025A,2025-01-16,2025-09-30,2941000,352920,3293920
O-02372,F-01208,2025A,2025-02-06,2025-09-30,2455000,294600,2749600
O-02373,F-01209,2025A,2025-01-27,2025-09-30,633000,75960,708960
O-02374,F-01210,2025B,2025-08-04,2026-02-28,1112000,133440,1245440
O-02375,F-01210,2026A,2026-02-14,2026-09-30,2331500,279780,2611280
O-02376,F-01210,2025A,2025-02-08,2025-09-30,1270000,152400,1422400
O-02377,F-01211,2025A,2025-01-19,2025-09-30,992000,119040,1111040
O-02378,F-01211,2025B,2025-07-01,2026-02-28,966000,115920,1081920
O-02379,F-01212,2025A,2025-01-16,2025-09-30,2253500,270420,2523920
O-02380,F-01212,2025B,2025-07-10,2026-02-28,1468000,176160,1644160
O-02381,F-01213,2026A,2026-01-30,2026-09-30,3400000,408000,3808000
O-02382,F-01214,2026A,2026-02-10,2026-09-30,1653000,198360,1851360
O-02383,F-01214,2025A,2025-02-23,2025-09-30,1582500,189900,1772400
O-02384,F-01214,2025B,2025-07-08,2026-02-28,1799000,215880,2014880
O-02385,F-01215,2026A,2026-02-03,2026-09-30,2118000,254160,2372160
O-02386,F-01216,2025A,2025-02-22,2025-09-30,1175000,141000,1316000
O-02387,F-01216,2025B,2025-08-02,2026-02-28,2230000,267600,2497600
O-02388,F-01216,2026A,2026-02-05,2026-09-30,3327000,399240,3726240
O-02389,F-01217,2025A,2025-02-03,2025-09-30,787000,94440,881440
O-02390,F-01217,2025B,2025-07-25,2026-02-28,576000,69120,645120
O-02391,F-01217,2026A,2026-02-07,2026-09-30,692000,83040,775040
O-02392,F-01218,2025A,2025-01-20,2025-09-30,2955000,354600,3309600
O-02393,F-01218,2025B,2025-07-05,2026-02-28,515000,61800,576800
O-02394,F-01219,2025B,2025-07-02,2026-02-28,2624000,314880,2938880
O-02395,F-01219,2025A,2025-02-21,2025-09-30,2918000,350160,3268160
O-02396,F-01220,2026A,2026-02-05,2026-09-30,1458000,174960,1632960
O-02397,F-01220,2025B,2025-07-29,2026-02-28,1679500,201540,1881040
O-02398,F-01220,2025A,2025-01-22,2025-09-30,2655000,318600,2973600
O-02399,F-01221,2025A,2025-01-19,2025-09-30,3038000,364560,3402560
O-02400,F-01221,2026A,2026-01-17,2026-09-30,408500,49020,457520
O-02401,F-01222,2025B,2025-07-31,2026-02-28,1175000,141000,1316000
O-02402,F-01222,2025A,2025-02-15,2025-09-30,221500,26580,248080
O-02403,F-01223,2025A,2025-02-05,2025-09-30,1046000,125520,1171520
O-02404,F-01224,2026A,2026-02-15,2026-09-30,1340000,160800,1500800
O-02405,F-01224,2025B,2025-07-20,2026-02-28,1653000,198360,1851360
O-02406,F-01225,2025B,2025-07-13,2026-02-28,926000,111120,1037120
O-02407,F-01225,2026A,2026-01-23,2026-09-30,1419000,170280,1589280
O-02408,F-01226,2025A,2025-02-04,2025-09-30,2118500,254220,2372720
O-02409,F-01227,2026A,2026-01-28,2026-09-30,3156000,378720,3534720
O-02410,F-01227,2025A,2025-01-24,2025-09-30,448000,53760,501760
O-02411,F-01227,2025B,2025-08-07,2026-02-28,838000,100560,938560
O-02412,F-01228,2026A,2026-01-23,2026-09-30,616000,73920,689920
O-02413,F-01228,2025B,2025-08-03,2026-02-28,1795000,215400,2010400
O-02414,F-01229,2025B,2025-07-12,2026-02-28,182500,21900,204400
O-02415,F-01229,2025A,2025-02-11,2025-09-30,1460000,175200,1635200
O-02416,F-01229,2026A,2026-02-04,2026-09-30,1154500,138540,1293040
O-02417,F-01230,2025A,2025-02-23,2025-09-30,1085000,130200,1215200
O-02418,F-01230,2026A,2026-02-02,2026-09-30,3463000,415560,3878560
O-02419,F-01231,2026A,2026-02-20,2026-09-30,2190000,262800,2452800
O-02420,F-01231,2025B,2025-07-12,2026-02-28,2434000,292080,2726080
O-02421,F-01231,2025A,2025-02-05,2025-09-30,2573000,308760,2881760
O-02422,F-01232,2026A,2026-01-16,2026-09-30,270000,32400,302400
O-02423,F-01233,2025A,2025-02-17,2025-09-30,426000,51120,477120
O-02424,F-01233,2025B,2025-07-27,2026-02-28,196000,23520,219520
O-02425,F-01234,2025A,2025-01-24,2025-09-30,2684000,322080,3006080
O-02426,F-01235,2026A,2026-02-10,2026-09-30,1788000,214560,2002560
O-02427,F-01235,2025B,2025-07-26,2026-02-28,3843000,461160,4304160
O-02428,F-01236,2025A,2025-01-26,2025-09-30,683000,81960,764960
O-02429,F-01236,2026A,2026-02-03,2026-09-30,1185000,142200,1327200
O-02430,F-01236,2025B,2025-07-27,2026-02-28,1444000,173280,1617280
O-02431,F-01237,2025B,2025-07-11,2026-02-28,1465000,175800,1640800
O-02432,F-01237,2026A,2026-01-27,2026-09-30,1695000,203400,1898400
O-02433,F-01237,2025A,2025-01-22,2025-09-30,1181500,141780,1323280
O-02434,F-01238,2025B,2025-07-07,2026-02-28,1203000,144360,1347360
O-02435,F-01238,2025A,2025-01-19,2025-09-30,1226500,147180,1373680
O-02436,F-01238,2026A,2026-02-10,2026-09-30,1484000,178080,1662080
O-02437,F-01239,2026A,2026-02-01,2026-09-30,293000,35160,328160
O-02438,F-01240,2025A,2025-01-24,2025-09-30,2141000,256920,2397920
O-02439,F-01240,2026A,2026-01-16,2026-09-30,733000,87960,820960
O-02440,F-01241,2025A,2025-01-26,2025-09-30,510000,61200,571200
O-02441,F-01242,2025B,2025-07-22,2026-02-28,372500,44700,417200
O-02442,F-01242,2025A,2025-01-31,2025-09-30,1517500,182100,1699600
O-02443,F-01243,2025A,2025-01-23,2025-09-30,3393500,407220,3800720
O-02444,F-01244,2026A,2026-01-18,2026-09-30,680500,81660,762160
O-02445,F-01244,2025B,2025-07-21,2026-02-28,938000,112560,1050560
O-02446,F-01245,2025A,2025-02-09,2025-09-30,2693000,323160,3016160
O-02447,F-01245,2025B,2025-07-26,2026-02-28,3120000,374400,3494400
O-02448,F-01245,2026A,2026-02-01,2026-09-30,3379000,405480,3784480
O-02449,F-01246,2025B,2025-07-28,2026-02-28,2810000,337200,3147200
O-02450,F-01247,2026A,2026-02-06,2026-09-30,2522000,302640,2824640
O-02451,F-01247,2025B,2025-07-10,2026-02-28,1821000,218520,2039520
O-02452,F-01247,2025A,2025-02-23,2025-09-30,949500,113940,1063440
O-02453,F-01248,2025A,2025-02-17,2025-09-30,1505000,180600,1685600
O-02454,F-01248,2025B,2025-07-28,2026-02-28,676000,81120,757120
O-02455,F-01249,2025A,2025-01-22,2025-09-30,361000,43320,404320
O-02456,F-01249,2026A,2026-02-14,2026-09-30,782000,93840,875840
O-02457,F-01249,2025B,2025-07-23,2026-02-28,2292000,275040,2567040
O-02458,F-01250,2025B,2025-07-26,2026-02-28,174000,20880,194880
O-02459,F-01250,2025A,2025-01-17,2025-09-30,1986000,238320,2224320
O-02460,F-01250,2026A,2026-02-20,2026-09-30,3974500,476940,4451440
O-02461,F-01251,2025B,2025-07-08,2026-02-28,238000,28560,266560
O-02462,F-01252,2025A,2025-01-31,2025-09-30,2366000,283920,2649920
O-02463,F-01253,2025A,2025-01-25,2025-09-30,1839000,220680,2059680
O-02464,F-01253,2025B,2025-07-08,2026-02-28,1330000,159600,1489600
O-02465,F-01254,2025B,2025-07-28,2026-02-28,1738500,208620,1947120
O-02466,F-01254,2026A,2026-01-23,2026-09-30,975000,117000,1092000
O-02467,F-01254,2025A,2025-01-28,2025-09-30,2793000,335160,3128160
O-02468,F-01255,2026A,2026-01-28,2026-09-30,1284000,154080,1438080
O-02469,F-01255,2025A,2025-02-01,2025-09-30,1947000,233640,2180640
O-02470,F-01255,2025B,2025-07-23,2026-02-28,3222500,386700,3609200
O-02471,F-01256,2025B,2025-07-17,2026-02-28,3542000,425040,3967040
O-02472,F-01256,2025A,2025-02-19,2025-09-30,4644000,557280,5201280
O-02473,F-01256,2026A,2026-02-04,2026-09-30,844000,101280,945280
O-02474,F-01257,2025A,2025-02-18,2025-09-30,1812000,217440,2029440
O-02475,F-01258,2025A,2025-02-07,2025-09-30,2562500,307500,2870000
O-02476,F-01258,2025B,2025-07-29,2026-02-28,2160000,259200,2419200
O-02477,F-01259,2025B,2025-07-25,2026-02-28,1550000,186000,1736000
O-02478,F-01260,2025A,2025-02-06,2025-09-30,964000,115680,1079680
O-02479,F-01260,2025B,2025-08-08,2026-02-28,702000,84240,786240
O-02480,F-01260,2026A,2026-01-22,2026-09-30,270000,32400,302400
O-02481,F-01261,2025B,2025-07-02,2026-02-28,988000,118560,1106560
O-02482,F-01261,2025A,2025-02-23,2025-09-30,259000,31080,290080
O-02483,F-01261,2026A,2026-01-13,2026-09-30,123000,14760,137760
O-02484,F-01262,2025A,2025-02-21,2025-09-30,2504000,300480,2804480
O-02485,F-01262,2026A,2026-02-02,2026-09-30,1595000,191400,1786400
O-02486,F-01262,2025B,2025-07-20,2026-02-28,3914000,469680,4383680
O-02487,F-01263,2025A,2025-02-11,2025-09-30,1137000,136440,1273440
O-02488,F-01264,2025B,2025-08-07,2026-02-28,2325000,279000,2604000
O-02489,F-01264,2025A,2025-02-22,2025-09-30,2577000,309240,2886240
O-02490,F-01264,2026A,2026-01-17,2026-09-30,2898000,347760,3245760
O-02491,F-01265,2025B,2025-07-08,2026-02-28,1730000,207600,1937600
O-02492,F-01266,2026A,2026-02-11,2026-09-30,1392500,167100,1559600
O-02493,F-01266,2025A,2025-02-17,2025-09-30,612000,73440,685440
O-02494,F-01267,2026A,2026-01-17,2026-09-30,667000,80040,747040
O-02495,F-01268,2025A,2025-02-16,2025-09-30,145500,17460,162960
O-02496,F-01269,2025A,2025-01-28,2025-09-30,436000,52320,488320
O-02497,F-01269,2025B,2025-07-01,2026-02-28,137500,16500,154000
O-02498,F-01269,2026A,2026-01-18,2026-09-30,336000,40320,376320
O-02499,F-01270,2026A,2026-01-15,2026-09-30,510000,61200,571200
O-02500,F-01271,2025A,2025-01-27,2025-09-30,969000,116280,1085280
O-02501,F-01271,2026A,2026-01-30,2026-09-30,504000,60480,564480
O-02502,F-01272,2025A,2025-02-10,2025-09-30,386000,46320,432320
O-02503,F-01272,2025B,2025-08-08,2026-02-28,623500,74820,698320
O-02504,F-01272,2026A,2026-02-01,2026-09-30,628000,75360,703360
O-02505,F-01273,2025A,2025-01-23,2025-09-30,723000,86760,809760
O-02506,F-01274,2025B,2025-07-01,2026-02-28,1327000,159240,1486240
O-02507,F-01275,2025B,2025-07-10,2026-02-28,1517000,182040,1699040
O-02508,F-01276,2025B,2025-07-23,2026-02-28,1431000,171720,1602720
O-02509,F-01276,2025A,2025-02-17,2025-09-30,1051000,126120,1177120
O-02510,F-01277,2025A,2025-02-22,2025-09-30,3176000,381120,3557120
O-02511,F-01277,2026A,2026-01-25,2026-09-30,249000,29880,278880
O-02512,F-01278,2025A,2025-02-15,2025-09-30,2435000,292200,2727200
O-02513,F-01278,2026A,2026-01-12,2026-09-30,2972000,356640,3328640
O-02514,F-01278,2025B,2025-07-23,2026-02-28,1089500,130740,1220240
O-02515,F-01279,2025A,2025-02-21,2025-09-30,1448000,173760,1621760
O-02516,F-01279,2026A,2026-02-17,2026-09-30,476000,57120,533120
O-02517,F-01279,2025B,2025-07-02,2026-02-28,1260000,151200,1411200
O-02518,F-01280,2026A,2026-02-15,2026-09-30,2502000,300240,2802240
O-02519,F-01280,2025A,2025-02-06,2025-09-30,2240000,268800,2508800
O-02520,F-01281,2026A,2026-01-19,2026-09-30,2910000,349200,3259200
O-02521,F-01282,2025B,2025-07-12,2026-02-28,2572500,308700,2881200
O-02522,F-01282,2026A,2026-01-15,2026-09-30,1113500,133620,1247120
O-02523,F-01282,2025A,2025-01-26,2025-09-30,670000,80400,750400
O-02524,F-01283,2025B,2025-07-30,2026-02-28,615000,73800,688800
O-02525,F-01283,2025A,2025-02-15,2025-09-30,3021000,362520,3383520
O-02526,F-01284,2025B,2025-08-04,2026-02-28,350000,42000,392000
O-02527,F-01284,2025A,2025-02-15,2025-09-30,1376000,165120,1541120
O-02528,F-01285,2025A,2025-02-07,2025-09-30,388000,46560,434560
O-02529,F-01285,2026A,2026-02-02,2026-09-30,1362500,163500,1526000
O-02530,F-01286,2026A,2026-01-17,2026-09-30,2058500,247020,2305520
O-02531,F-01287,2025A,2025-02-09,2025-09-30,1770000,212400,1982400
O-02532,F-01287,2025B,2025-08-09,2026-02-28,2833500,340020,3173520
O-02533,F-01288,2025B,2025-07-10,2026-02-28,1367000,164040,1531040
O-02534,F-01289,2025B,2025-07-24,2026-02-28,2106500,252780,2359280
O-02535,F-01289,2025A,2025-02-12,2025-09-30,3693000,443160,4136160
O-02536,F-01290,2025B,2025-07-12,2026-02-28,2755000,330600,3085600
O-02537,F-01291,2025A,2025-02-02,2025-09-30,1392000,167040,1559040
O-02538,F-01291,2026A,2026-01-17,2026-09-30,1758000,210960,1968960
O-02539,F-01291,2025B,2025-07-10,2026-02-28,1936500,232380,2168880
O-02540,F-01292,2025A,2025-02-07,2025-09-30,1041000,124920,1165920
O-02541,F-01292,2026A,2026-01-27,2026-09-30,1150000,138000,1288000
O-02542,F-01293,2025B,2025-07-23,2026-02-28,985000,118200,1103200
O-02543,F-01293,2026A,2026-02-06,2026-09-30,2842000,341040,3183040
O-02544,F-01294,2026A,2026-01-22,2026-09-30,1965000,235800,2200800
O-02545,F-01295,2025B,2025-07-07,2026-02-28,1050000,126000,1176000
O-02546,F-01296,2026A,2026-01-25,2026-09-30,1548000,185760,1733760
O-02547,F-01297,2025A,2025-01-24,2025-09-30,716000,85920,801920
O-02548,F-01298,2026A,2026-02-02,2026-09-30,1392500,167100,1559600
O-02549,F-01298,2025B,2025-07-17,2026-02-28,1717500,206100,1923600
O-02550,F-01298,2025A,2025-02-16,2025-09-30,203000,24360,227360
O-02551,F-01299,2025A,2025-01-23,2025-09-30,702000,84240,786240
O-02552,F-01299,2026A,2026-01-23,2026-09-30,1810500,217260,2027760
O-02553,F-01300,2026A,2026-02-10,2026-09-30,397500,47700,445200
O-02554,F-01300,2025B,2025-07-17,2026-02-28,1237000,148440,1385440
O-02555,F-01300,2025A,2025-02-20,2025-09-30,131500,15780,147280
O-02556,F-01301,2026A,2026-02-14,2026-09-30,1997500,239700,2237200
O-02557,F-01302,2026A,2026-02-19,2026-09-30,447000,53640,500640
O-02558,F-01302,2025A,2025-01-19,2025-09-30,1668000,200160,1868160
O-02559,F-01302,2025B,2025-07-01,2026-02-28,2962500,355500,3318000
O-02560,F-01303,2026A,2026-01-31,2026-09-30,1553000,186360,1739360
O-02561,F-01303,2025A,2025-01-27,2025-09-30,2182000,261840,2443840
O-02562,F-01304,2026A,2026-01-16,2026-09-30,1950500,234060,2184560
O-02563,F-01304,2025A,2025-02-11,2025-09-30,2097500,251700,2349200
O-02564,F-01304,2025B,2025-07-14,2026-02-28,898000,107760,1005760
O-02565,F-01305,2026A,2026-02-17,2026-09-30,2553000,306360,2859360
O-02566,F-01305,2025A,2025-01-28,2025-09-30,2320000,278400,2598400
O-02567,F-01305,2025B,2025-07-21,2026-02-28,1862000,223440,2085440
O-02568,F-01306,2025B,2025-08-10,2026-02-28,1229000,147480,1376480
O-02569,F-01306,2026A,2026-02-13,2026-09-30,1265000,151800,1416800
O-02570,F-01307,2025A,2025-02-12,2025-09-30,2557000,306840,2863840
O-02571,F-01308,2026A,2026-01-20,2026-09-30,2027500,243300,2270800
O-02572,F-01309,2025A,2025-02-03,2025-09-30,1163000,139560,1302560
O-02573,F-01309,2026A,2026-01-19,2026-09-30,2225000,267000,2492000
O-02574,F-01309,2025B,2025-08-02,2026-02-28,1896000,227520,2123520
O-02575,F-01310,2025A,2025-01-23,2025-09-30,1320000,158400,1478400
O-02576,F-01310,2025B,2025-07-17,2026-02-28,1635000,196200,1831200
O-02577,F-01310,2026A,2026-01-20,2026-09-30,2566500,307980,2874480
O-02578,F-01311,2025B,2025-07-20,2026-02-28,90000,10800,100800
O-02579,F-01311,2025A,2025-02-23,2025-09-30,2163000,259560,2422560
O-02580,F-01312,2026A,2026-01-22,2026-09-30,661000,79320,740320
O-02581,F-01313,2026A,2026-02-02,2026-09-30,1229000,147480,1376480
O-02582,F-01314,2025A,2025-01-24,2025-09-30,1068000,128160,1196160
O-02583,F-01314,2025B,2025-07-13,2026-02-28,4460000,535200,4995200
