order_item_id,order_id,product_id,quantity,unit_price_cents,line_total_cents
I-009756,O-02789,P-08,1,36000,36000
I-009757,O-02790,P-04,3,625000,1875000
I-009758,O-02790,P-09,3,47500,142500
I-009759,O-02791,P-04,1,625000,625000
I-009760,O-02791,P-02,2,210000,420000
I-009761,O-02792,P-08,1,36000,36000
I-009762,O-02792,P-05,2,520000,1040000
I-009763,O-02792,P-07,3,280000,840000
I-009764,O-02792,P-01,1,45000,45000
I-009765,O-02792,P-09,1,47500,47500
I-009766,O-02793,P-06,2,341000,682000
I-009767,O-02793,P-03,1,62000,62000
I-009768,O-02794,P-03,3,62000,186000
I-009769,O-02794,P-05,1,520000,520000
I-009770,O-02794,P-07,1,280000,280000
I-009771,O-02794,P-02,2,210000,420000
I-009772,O-02795,P-08,3,36000,108000
I-009773,O-02795,P-10,1,28000,28000
I-009774,O-02795,P-04,3,625000,1875000
I-009775,O-02796,P-04,2,625000,1250000
I-009776,O-02796,P-01,2,45000,90000
I-009777,O-02796,P-07,1,280000,280000
I-009778,O-02796,P-05,3,520000,1560000
I-009779,O-02796,P-03,1,62000,62000
I-009780,O-02797,P-09,3,47500,142500
I-009781,O-02797,P-04,2,625000,1250000
I-009782,O-02797,P-08,3,36000,108000
I-009783,O-02797,P-10,1,28000,28000
I-009784,O-02797,P-03,2,62000,124000
I-009785,O-02798,P-10,1,28000,28000
I-009786,O-02798,P-04,1,625000,625000
I-009787,O-02798,P-09,1,47500,47500
I-009788,O-02798,P-05,3,520000,1560000
I-009789,O-02799,P-02,3,210000,630000
I-009790,O-02799,P-10,1,28000,28000
I-009791,O-02799,P-07,3,280000,840000
I-009792,O-02800,P-10,3,28000,84000
I-009793,O-02800,P-05,1,520000,520000
I-009794,O-02800,P-03,3,62000,186000
I-009795,O-02800,P-06,3,341000,1023000
I-009796,O-02800,P-09,1,47500,47500
I-009797,O-02801,P-03,1,62000,62000
I-009798,O-02801,P-09,1,47500,47500
I-009799,O-02801,P-07,1,280000,280000
I-009800,O-02801,P-08,2,36000,72000
I-009801,O-02802,P-10,1,28000,28000
I-009802,O-02802,P-01,1,45000,45000
I-009803,O-02802,P-02,1,210000,210000
I-009804,O-02802,P-06,1,341000,341000
I-009805,O-02802,P-05,3,520000,1560000
I-009806,O-02803,P-09,2,47500,95000
I-009807,O-02803,P-01,1,45000,45000
I-009808,O-02803,P-07,3,280000,840000
I-009809,O-02804,P-02,1,210000,210000
I-009810,O-02804,P-06,2,341000,682000
I-009811,O-02805,P-06,3,341000,1023000
I-009812,O-02805,P-09,2,47500,95000
I-009813,O-02805,P-03,2,62000,124000
I-009814,O-02805,P-10,3,28000,84000
I-009815,O-02805,P-08,1,36000,36000
I-009816,O-02806,P-03,2,62000,124000
I-009817,O-02806,P-05,2,520000,1040000
I-009818,O-02806,P-06,3,341000,1023000
I-009819,O-02807,P-06,2,341000,682000
I-009820,O-02807,P-01,3,45000,135000
I-009821,O-02807,P-05,3,520000,1560000
I-009822,O-02808,P-05,3,520000,1560000
I-009823,O-02808,P-09,2,47500,95000
I-009824,O-02808,P-07,3,280000,840000
I-009825,O-02808,P-06,2,341000,682000
I-009826,O-02809,P-03,1,62000,62000
I-009827,O-02809,P-06,1,341000,341000
I-009828,O-02809,P-02,3,210000,630000
I-009829,O-02809,P-10,3,28000,84000
I-009830,O-02809,P-04,1,625000,625000
I-009831,O-02810,P-10,1,28000,28000
I-009832,O-02810,P-06,1,341000,341000
I-009833,O-02810,P-09,3,47500,142500
I-009834,O-02810,P-01,3,45000,135000
I-009835,O-02810,P-07,2,280000,560000
I-009836,O-02811,P-05,1,520000,520000
I-009837,O-02811,P-10,1,28000,28000
I-009838,O-02812,P-04,3,625000,1875000
I-009839,O-02812,P-06,1,341000,341000
I-009840,O-02813,P-01,1,45000,45000
I-009841,O-02813,P-02,2,210000,420000
I-009842,O-02813,P-07,1,280000,280000
I-009843,O-02814,P-08,1,36000,36000
I-009844,O-02814,P-07,2,280000,560000
I-009845,O-02814,P-10,3,28000,84000
I-009846,O-02814,P-04,1,625000,625000
I-009847,O-02815,P-09,1,47500,47500
I-009848,O-02815,P-01,3,45000,135000
I-009849,O-02815,P-10,3,28000,84000
I-009850,O-02815,P-04,3,625000,1875000
I-009851,O-02816,P-03,1,62000,62000
I-009852,O-02816,P-09,1,47500,47500
I-009853,O-02816,P-06,3,341000,1023000
I-009854,O-02816,P-02,1,210000,210000
I-009855,O-02816,P-07,3,280000,840000
I-009856,O-02817,P-06,2,341000,682000
I-009857,O-02817,P-09,2,47500,95000
I-009858,O-02817,P-10,2,28000,56000
I-009859,O-02817,P-01,1,45000,45000
I-009860,O-02818,P-04,2,625000,1250000
I-009861,O-02818,P-09,3,47500,142500
I-009862,O-02818,P-05,2,520000,1040000
I-009863,O-02819,P-06,2,341000,682000
I-009864,O-02819,P-05,2,520000,1040000
I-009865,O-02820,P-06,3,341000,1023000
I-009866,O-02820,P-09,1,47500,47500
I-009867,O-02820,P-07,1,280000,280000
I-009868,O-02821,P-08,3,36000,108000
I-009869,O-02821,P-03,3,62000,186000
I-009870,O-02821,P-10,2,28000,56000
I-009871,O-02821,P-01,3,45000,135000
I-009872,O-02821,P-04,3,625000,1875000
I-009873,O-02822,P-06,2,341000,682000
I-009874,O-02822,P-01,1,45000,45000
I-009875,O-02822,P-08,2,36000,72000
I-009876,O-02822,P-10,2,28000,56000
I-009877,O-02823,P-09,1,47500,47500
I-009878,O-02823,P-06,3,341000,1023000
I-009879,O-02823,P-08,1,36000,36000
I-009880,O-02823,P-04,3,625000,1875000
I-009881,O-02823,P-05,2,520000,1040000
I-009882,O-02824,P-10,1,28000,28000
I-009883,O-02824,P-02,1,210000,210000
I-009884,O-02824,P-09,3,47500,142500
I-009885,O-02824,P-07,3,280000,840000
I-009886,O-02825,P-08,2,36000,72000
I-009887,O-02825,P-02,1,210000,210000
I-009888,O-02825,P-06,3,341000,1023000
I-009889,O-02825,P-09,3,47500,142500
I-009890,O-02826,P-05,1,520000,520000
I-009891,O-02826,P-06,3,341000,1023000
I-009892,O-02826,P-03,1,62000,62000
I-009893,O-02827,P-01,1,45000,45000
I-009894,O-02827,P-02,3,210000,630000
I-009895,O-02827,P-03,3,62000,186000
I-009896,O-02827,P-10,3,28000,84000
I-009897,O-02828,P-10,1,28000,28000
I-009898,O-02828,P-01,1,45000,45000
I-009899,O-02828,P-05,1,520000,520000
I-009900,O-02829,P-02,1,210000,210000
I-009901,O-02829,P-04,1,625000,625000
I-009902,O-02830,P-05,1,520000,520000
I-009903,O-02830,P-06,2,341000,682000
I-009904,O-02830,P-02,1,210000,210000
I-009905,O-02831,P-06,3,341000,1023000
I-009906,O-02831,P-01,3,45000,135000
I-009907,O-02831,P-02,2,210000,420000
I-009908,O-02832,P-06,1,341000,341000
I-009909,O-02832,P-04,1,625000,625000
I-009910,O-02833,P-07,2,280000,560000
I-009911,O-02833,P-02,3,210000,630000
I-009912,O-02833,P-06,3,341000,1023000
I-009913,O-02833,P-05,1,520000,520000
I-009914,O-02833,P-04,2,625000,1250000
I-009915,O-02834,P-08,3,36000,108000
I-009916,O-02834,P-09,1,47500,47500
I-009917,O-02834,P-01,3,45000,135000
I-009918,O-02834,P-02,1,210000,210000
I-009919,O-02834,P-04,3,625000,1875000
I-009920,O-02835,P-03,3,62000,186000
I-009921,O-02835,P-04,2,625000,1250000
I-009922,O-02835,P-02,2,210000,420000
I-009923,O-02836,P-08,2,36000,72000
I-009924,O-02836,P-09,3,47500,142500
I-009925,O-02836,P-05,1,520000,520000
I-009926,O-02836,P-03,3,62000,186000
I-009927,O-02836,P-02,3,210000,630000
I-009928,O-02837,P-01,2,45000,90000
I-009929,O-02837,P-10,1,28000,28000
I-009930,O-02837,P-07,2,280000,560000
I-009931,O-02837,P-08,1,36000,36000
I-009932,O-02838,P-03,1,62000,62000
I-009933,O-02838,P-06,3,341000,1023000
I-009934,O-02838,P-08,1,36000,36000
I-009935,O-02838,P-10,1,28000,28000
I-009936,O-02839,P-05,2,520000,1040000
I-009937,O-02839,P-09,1,47500,47500
I-009938,O-02839,P-08,1,36000,36000
I-009939,O-02839,P-10,3,28000,84000
I-009940,O-02840,P-10,1,28000,28000
I-009941,O-02840,P-04,3,625000,1875000
I-009942,O-02841,P-04,1,625000,625000
I-009943,O-02841,P-08,2,36000,72000
I-009944,O-02841,P-10,3,28000,84000
I-009945,O-02842,P-02,2,210000,420000
I-009946,O-02842,P-05,2,520000,1040000
I-009947,O-02842,P-01,3,45000,135000
I-009948,O-02843,P-03,3,62000,186000
I-009949,O-02843,P-05,2,520000,1040000
I-009950,O-02844,P-10,2,28000,56000
I-009951,O-02844,P-07,2,280000,560000
I-009952,O-02844,P-04,3,625000,1875000
I-009953,O-02844,P-08,1,36000,36000
I-009954,O-02844,P-05,3,520000,1560000
I-009955,O-02845,P-01,1,45000,45000
I-009956,O-02845,P-03,3,62000,186000
I-009957,O-02846,P-06,2,341000,682000
I-009958,O-02846,P-07,2,280000,560000
I-009959,O-02846,P-03,1,62000,62000
I-009960,O-02846,P-08,2,36000,72000
I-009961,O-02846,P-04,3,625000,1875000
I-009962,O-02847,P-07,1,280000,280000
I-009963,O-02847,P-05,3,520000,1560000
I-009964,O-02848,P-06,3,341000,1023000
I-009965,O-02848,P-01,1,45000,45000
I-009966,O-02848,P-08,2,36000,72000
I-009967,O-02848,P-07,3,280000,840000
I-009968,O-02849,P-04,3,625000,1875000
I-009969,O-02849,P-02,3,210000,630000
I-009970,O-02850,P-07,2,280000,560000
I-009971,O-02850,P-04,2,625000,1250000
I-009972,O-02850,P-05,3,520000,1560000
I-009973,O-02850,P-03,1,62000,62000
I-009974,O-02851,P-09,1,47500,47500
I-009975,O-02851,P-02,2,210000,420000
I-009976,O-02851,P-03,1,62000,62000
I-009977,O-02851,P-10,2,28000,56000
I-009978,O-02852,P-05,3,520000,1560000
I-009979,O-02852,P-06,1,341000,341000
I-009980,O-02852,P-01,2,45000,90000
I-009981,O-02852,P-04,2,625000,1250000
I-009982,O-02852,P-09,1,47500,47500
I-009983,O-02853,P-07,2,280000,560000
I-009984,O-02853,P-08,2,36000,72000
I-009985,O-02853,P-01,2,45000,90000
I-009986,O-02854,P-05,2,520000,1040000
I-009987,O-02854,P-02,1,210000,210000
I-009988,O-02854,P-09,1,47500,47500
I-009989,O-02854,P-07,1,280000,280000
I-009990,O-02854,P-08,1,36000,36000
I-009991,O-02855,P-01,3,45000,135000
I-009992,O-02855,P-10,3,28000,84000
I-009993,O-02855,P-09,1,47500,47500
I-009994,O-02855,P-05,3,520000,1560000
I-009995,O-02855,P-06,1,341000,341000
I-009996,O-02856,P-06,1,341000,341000
I-009997,O-02856,P-08,3,36000,108000
I-009998,O-02856,P-10,2,28000,56000
I-009999,O-02856,P-05,2,520000,1040000
I-010000,O-02857,P-06,3,341000,1023000
I-010001,O-02857,P-09,3,47500,142500
I-010002,O-02857,P-02,2,210000,420000
I-010003,O-02858,P-07,1,280000,280000
I-010004,O-02858,P-06,2,341000,682000
I-010005,O-02858,P-09,3,47500,142500
I-010006,O-02858,P-05,1,520000,520000
I-010007,O-02859,P-07,2,280000,560000
I-010008,O-02859,P-08,1,36000,36000
I-010009,O-02859,P-03,3,62000,186000
I-010010,O-02859,P-05,1,520000,520000
I-010011,O-02859,P-09,3,47500,142500
I-010012,O-02860,P-06,2,341000,682000
I-010013,O-02860,P-01,3,45000,135000
I-010014,O-02860,P-08,1,36000,36000
I-010015,O-02860,P-10,2,28000,56000
I-010016,O-02861,P-05,3,520000,1560000
I-010017,O-02861,P-07,3,280000,840000
I-010018,O-02861,P-06,2,341000,682000
I-010019,O-02862,P-02,2,210000,420000
I-010020,O-02862,P-05,2,520000,1040000
I-010021,O-02862,P-08,1,36000,36000
I-010022,O-02862,P-07,1,280000,280000
I-010023,O-02862,P-03,1,62000,62000
I-010024,O-02863,P-10,1,28000,28000
I-010025,O-02863,P-05,2,520000,1040000
I-010026,O-02864,P-06,2,341000,682000
I-010027,O-02864,P-04,1,625000,625000
I-010028,O-02864,P-05,2,520000,1040000
I-010029,O-02865,P-07,1,280000,280000
I-010030,O-02865,P-05,1,520000,520000
I-010031,O-02866,P-06,2,341000,682000
I-010032,O-02866,P-07,1,280000,280000
I-010033,O-02866,P-09,2,47500,95000
I-010034,O-02867,P-01,2,45000,90000
I-010035,O-02867,P-03,1,62000,62000
I-010036,O-02867,P-06,3,341000,1023000
I-010037,O-02868,P-06,3,341000,1023000
I-010038,O-02868,P-03,3,62000,186000
I-010039,O-02868,P-01,2,45000,90000
I-010040,O-02868,P-05,3,520000,1560000
I-010041,O-02868,P-07,2,280000,560000
I-010042,O-02869,P-03,1,62000,62000
I-010043,O-02869,P-01,1,45000,45000
I-010044,O-02869,P-08,2,36000,72000
I-010045,O-02869,P-10,2,28000,56000
I-010046,O-02870,P-06,2,341000,682000
I-010047,O-02870,P-09,1,47500,47500
I-010048,O-02870,P-07,2,280000,560000
I-010049,O-02870,P-08,3,36000,108000
I-010050,O-02871,P-08,2,36000,72000
I-010051,O-02871,P-02,1,210000,210000
I-010052,O-02871,P-07,3,280000,840000
I-010053,O-02872,P-07,3,280000,840000
I-010054,O-02872,P-04,3,625000,1875000
I-010055,O-02872,P-08,3,36000,108000
I-010056,O-02872,P-09,1,47500,47500
I-010057,O-02873,P-10,1,28000,28000
I-010058,O-02873,P-08,3,36000,108000
I-010059,O-02873,P-05,2,520000,1040000
I-010060,O-02873,P-06,1,341000,341000
I-010061,O-02873,P-04,1,625000,625000
I-010062,O-02874,P-07,3,280000,840000
I-010063,O-02874,P-04,2,625000,1250000
I-010064,O-02874,P-06,2,341000,682000
I-010065,O-02874,P-08,1,36000,36000
I-010066,O-02875,P-07,2,280000,560000
I-010067,O-02875,P-08,1,36000,36000
I-010068,O-02875,P-09,1,47500,47500
I-010069,O-02875,P-01,2,45000,90000
I-010070,O-02876,P-06,2,341000,682000
I-010071,O-02876,P-02,3,210000,630000
I-010072,O-02877,P-04,2,625000,1250000
I-010073,O-02877,P-03,1,62000,62000
I-010074,O-02877,P-09,1,47500,47500
I-010075,O-02877,P-10,3,28000,84000
I-010076,O-02878,P-01,2,45000,90000
I-010077,O-02878,P-02,1,210000,210000
I-010078,O-02879,P-06,2,341000,682000
I-010079,O-02879,P-01,2,45000,90000
I-010080,O-02879,P-04,1,625000,625000
I-010081,O-02879,P-02,2,210000,420000
I-010082,O-02880,P-06,2,341000,682000
I-010083,O-02880,P-08,2,36000,72000
I-010084,O-02880,P-10,1,28000,28000
I-010085,O-02880,P-09,2,47500,95000
I-010086,O-02881,P-04,2,625000,1250000
I-010087,O-02881,P-06,2,341000,682000
I-010088,O-02881,P-07,2,280000,560000
I-010089,O-02881,P-08,3,36000,108000
I-010090,O-02881,P-05,3,520000,1560000
I-010091,O-02882,P-03,3,62000,186000
I-010092,O-02882,P-02,1,210000,210000
I-010093,O-02882,P-07,1,280000,280000
I-010094,O-02882,P-08,3,36000,108000
I-010095,O-02883,P-05,1,520000,520000
I-010096,O-02883,P-08,3,36000,108000
I-010097,O-02883,P-06,1,341000,341000
I-010098,O-02883,P-09,1,47500,47500
I-010099,O-02884,P-09,3,47500,142500
I-010100,O-02884,P-04,3,625000,1875000
I-010101,O-02884,P-10,3,28000,84000
I-010102,O-02885,P-07,3,280000,840000
I-010103,O-02885,P-01,2,45000,90000
I-010104,O-02885,P-06,3,341000,1023000
I-010105,O-02885,P-04,3,625000,1875000
I-010106,O-02886,P-03,3,62000,186000
I-010107,O-02886,P-02,3,210000,630000
I-010108,O-02887,P-01,2,45000,90000
I-010109,O-02887,P-10,3,28000,84000
I-010110,O-02887,P-03,3,62000,186000
I-010111,O-02888,P-07,1,280000,280000
I-010112,O-02888,P-05,3,520000,1560000
I-010113,O-02888,P-03,2,62000,124000
I-010114,O-02889,P-04,2,625000,1250000
I-010115,O-02889,P-07,2,280000,560000
I-010116,O-02889,P-08,3,36000,108000
I-010117,O-02889,P-05,2,520000,1040000
I-010118,O-02890,P-07,2,280000,560000
I-010119,O-02890,P-01,1,45000,45000
I-010120,O-02890,P-06,2,341000,682000
I-010121,O-02890,P-09,3,47500,142500
I-010122,O-02890,P-03,1,62000,62000
I-010123,O-02891,P-03,3,62000,186000
I-010124,O-02891,P-07,2,280000,560000
I-010125,O-02891,P-09,3,47500,142500
I-010126,O-02891,P-04,1,625000,625000
I-010127,O-02892,P-08,1,36000,36000
I-010128,O-02892,P-06,3,341000,1023000
I-010129,O-02893,P-10,2,28000,56000
I-010130,O-02893,P-03,2,62000,124000
I-010131,O-02894,P-04,1,625000,625000
I-010132,O-02894,P-02,2,210000,420000
I-010133,O-02895,P-05,2,520000,1040000
I-010134,O-02895,P-01,2,45000,90000
I-010135,O-02896,P-06,3,341000,1023000
I-010136,O-02896,P-03,2,62000,124000
I-010137,O-02896,P-08,1,36000,36000
I-010138,O-02896,P-07,1,280000,280000
I-010139,O-02896,P-09,3,47500,142500
I-010140,O-02897,P-08,2,36000,72000
I-010141,O-02897,P-10,3,28000,84000
I-010142,O-02897,P-09,2,47500,95000
I-010143,O-02897,P-07,3,280000,840000
I-010144,O-02898,P-04,1,625000,625000
I-010145,O-02898,P-01,2,45000,90000
I-010146,O-02898,P-02,3,210000,630000
I-010147,O-02898,P-07,1,280000,280000
I-010148,O-02898,P-05,1,520000,520000
I-010149,O-02899,P-05,3,520000,1560000
I-010150,O-02899,P-09,1,47500,47500
I-010151,O-02899,P-01,1,45000,45000
I-010152,O-02900,P-06,1,341000,341000
I-010153,O-02900,P-08,1,36000,36000
I-010154,O-02900,P-03,1,62000,62000
I-010155,O-02900,P-09,2,47500,95000
I-010156,O-02900,P-02,1,210000,210000
I-010157,O-02901,P-05,2,520000,1040000
I-010158,O-02901,P-10,2,28000,56000
I-010159,O-02902,P-07,2,280000,560000
I-010160,O-02902,P-10,2,28000,56000
I-010161,O-02903,P-07,3,280000,840000
I-010162,O-02903,P-02,1,210000,210000
I-010163,O-02903,P-06,3,341000,1023000
I-010164,O-02904,P-01,3,45000,135000
I-010165,O-02904,P-09,1,47500,47500
I-010166,O-02904,P-06,3,341000,1023000
I-010167,O-02904,P-07,3,280000,840000
I-010168,O-02904,P-03,2,62000,124000
I-010169,O-02905,P-07,2,280000,560000
I-010170,O-02905,P-04,3,625000,1875000
I-010171,O-02905,P-06,2,341000,682000
I-010172,O-02905,P-05,1,520000,520000
I-010173,O-02906,P-05,2,520000,1040000
I-010174,O-02906,P-10,2,28000,56000
I-010175,O-02906,P-07,2,280000,560000
I-010176,O-02907,P-03,3,62000,186000
I-010177,O-02907,P-02,3,210000,630000
I-010178,O-02908,P-07,1,280000,280000
I-010179,O-02908,P-06,2,341000,682000
I-010180,O-02908,P-03,2,62000,124000
I-010181,O-02908,P-10,1,28000,28000
I-010182,O-02909,P-03,2,62000,124000
I-010183,O-02909,P-01,3,45000,135000
I-010184,O-02909,P-07,1,280000,280000
I-010185,O-02910,P-10,3,28000,84000
I-010186,O-02910,P-03,3,62000,186000
I-010187,O-02910,P-06,2,341000,682000
I-010188,O-02910,P-08,3,36000,108000
I-010189,O-02911,P-09,2,47500,95000
I-010190,O-02911,P-08,3,36000,108000
I-010191,O-02911,P-03,3,62000,186000
I-010192,O-02911,P-02,2,210000,420000
I-010193,O-02911,P-05,2,520000,1040000
I-010194,O-02912,P-10,2,28000,56000
I-010195,O-02912,P-07,2,280000,560000
I-010196,O-02912,P-05,1,520000,520000
I-010197,O-02912,P-02,1,210000,210000
I-010198,O-02912,P-06,2,341000,682000
I-010199,O-02913,P-07,2,280000,560000
I-010200,O-02913,P-09,3,47500,142500
I-010201,O-02913,P-02,2,210000,420000
I-010202,O-02913,P-04,2,625000,1250000
I-010203,O-02914,P-09,1,47500,47500
I-010204,O-02914,P-02,2,210000,420000
I-010205,O-02915,P-02,1,210000,210000
I-010206,O-02915,P-08,2,36000,72000
I-010207,O-02915,P-09,2,47500,95000
I-010208,O-02915,P-06,1,341000,341000
I-010209,O-02916,P-07,3,280000,840000
I-010210,O-02916,P-09,1,47500,47500
I-010211,O-02917,P-02,2,210000,420000
I-010212,O-02917,P-10,1,28000,28000
I-010213,O-02917,P-01,1,45000,45000
I-010214,O-02918,P-09,1,47500,47500
I-010215,O-02918,P-01,3,45000,135000
I-010216,O-02919,P-08,1,36000,36000
I-010217,O-02919,P-10,2,28000,56000
I-010218,O-02919,P-04,1,625000,625000
I-010219,O-02919,P-06,3,341000,1023000
I-010220,O-02919,P-09,3,47500,142500
I-010221,O-02920,P-08,1,36000,36000
I-010222,O-02920,P-06,3,341000,1023000
I-010223,O-02920,P-09,2,47500,95000
I-010224,O-02920,P-10,2,28000,56000
I-010225,O-02921,P-09,3,47500,142500
I-010226,O-02921,P-08,3,36000,108000
I-010227,O-02921,P-02,3,210000,630000
I-010228,O-02922,P-08,1,36000,36000
I-010229,O-02922,P-04,3,625000,1875000
I-010230,O-02922,P-07,1,280000,280000
I-010231,O-02922,P-01,3,45000,135000
I-010232,O-02922,P-09,2,47500,95000
I-010233,O-02923,P-06,1,341000,341000
I-010234,O-02923,P-04,1,625000,625000
I-010235,O-02924,P-08,2,36000,72000
I-010236,O-02924,P-05,3,520000,1560000
I-010237,O-02925,P-09,2,47500,95000
I-010238,O-02925,P-07,3,280000,840000
I-010239,O-02925,P-08,2,36000,72000
I-010240,O-02925,P-05,2,520000,1040000
I-010241,O-02925,P-01,1,45000,45000
I-010242,O-02926,P-10,2,28000,56000
I-010243,O-02926,P-09,2,47500,95000
I-010244,O-02926,P-08,3,36000,108000
I-010245,O-02926,P-04,2,625000,1250000
I-010246,O-02927,P-07,2,280000,560000
I-010247,O-02927,P-02,3,210000,630000
I-010248,O-02928,P-06,1,341000,341000
I-010249,O-02928,P-03,2,62000,124000
I-010250,O-02928,P-10,2,28000,56000
I-010251,O-02928,P-02,1,210000,210000
I-010252,O-02929,P-02,3,210000,630000
I-010253,O-02929,P-06,2,341000,682000
I-010254,O-02930,P-07,2,280000,560000
I-010255,O-02930,P-03,1,62000,62000
I-010256,O-02930,P-01,3,45000,135000
I-010257,O-02931,P-08,3,36000,108000
I-010258,O-02931,P-07,2,280000,560000
I-010259,O-02932,P-02,2,210000,420000
I-010260,O-02932,P-06,3,341000,1023000
I-010261,O-02933,P-08,3,36000,108000
I-010262,O-02933,P-02,2,210000,420000
I-010263,O-02933,P-10,1,28000,28000
I-010264,O-02933,P-06,1,341000,341000
I-010265,O-02934,P-03,3,62000,186000
I-010266,O-02934,P-01,2,45000,90000
I-010267,O-02935,P-05,1,520000,520000
I-010268,O-02935,P-10,3,28000,84000
I-010269,O-02935,P-03,2,62000,124000
I-010270,O-02935,P-07,3,280000,840000
I-010271,O-02935,P-09,3,47500,142500
I-010272,O-02936,P-07,3,280000,840000
I-010273,O-02936,P-01,1,45000,45000
I-010274,O-02936,P-10,2,28000,56000
I-010275,O-02936,P-09,1,47500,47500
I-010276,O-02937,P-08,3,36000,108000
I-010277,O-02937,P-10,3,28000,84000
I-010278,O-02938,P-07,3,280000,840000
I-010279,O-02938,P-04,2,625000,1250000
I-010280,O-02938,P-01,3,45000,135000
I-010281,O-02939,P-05,3,520000,1560000
I-010282,O-02939,P-07,2,280000,560000
I-010283,O-02939,P-06,2,341000,682000
I-010284,O-02940,P-05,1,520000,520000
I-010285,O-02940,P-01,1,45000,45000
I-010286,O-02941,P-04,2,625000,1250000
I-010287,O-02941,P-02,1,210000,210000
I-010288,O-02941,P-05,3,520000,1560000
I-010289,O-02942,P-07,3,280000,840000
I-010290,O-02942,P-06,1,341000,341000
I-010291,O-02943,P-05,2,520000,1040000
I-010292,O-02943,P-06,3,341000,1023000
I-010293,O-02943,P-10,1,28000,28000
I-010294,O-02944,P-05,2,520000,1040000
I-010295,O-02944,P-01,3,45000,135000
I-010296,O-02944,P-04,1,625000,625000
I-010297,O-02944,P-09,2,47500,95000
I-010298,O-02944,P-03,3,62000,186000
I-010299,O-02945,P-01,1,45000,45000
I-010300,O-02945,P-10,1,28000,28000
I-010301,O-02945,P-02,3,210000,630000
I-010302,O-02945,P-06,1,341000,341000
I-010303,O-02946,P-09,1,47500,47500
I-010304,O-02946,P-02,3,210000,630000
I-010305,O-02946,P-10,1,28000,28000
I-010306,O-02946,P-04,1,625000,625000
I-010307,O-02946,P-05,3,520000,1560000
I-010308,O-02947,P-10,2,28000,56000
I-010309,O-02947,P-01,1,45000,45000
I-010310,O-02947,P-06,1,341000,341000
I-010311,O-02947,P-07,1,280000,280000
I-010312,O-02948,P-07,1,280000,280000
I-010313,O-02948,P-03,3,62000,186000
I-010314,O-02949,P-05,2,520000,1040000
I-010315,O-02949,P-07,1,280000,280000
I-010316,O-02949,P-03,2,62000,124000
I-010317,O-02949,P-10,3,28000,84000
I-010318,O-02950,P-01,3,45000,135000
I-010319,O-02950,P-09,3,47500,142500
I-010320,O-02951,P-06,3,341000,1023000
I-010321,O-02951,P-09,1,47500,47500
I-010322,O-02951,P-08,2,36000,72000
I-010323,O-02951,P-10,2,28000,56000
I-010324,O-02951,P-01,2,45000,90000
I-010325,O-02952,P-04,2,625000,1250000
I-010326,O-02952,P-07,2,280000,560000
I-010327,O-02952,P-02,3,210000,630000
I-010328,O-02952,P-08,3,36000,108000
I-010329,O-02953,P-04,2,625000,1250000
I-010330,O-02953,P-01,2,45000,90000
I-010331,O-02954,P-07,1,280000,280000
I-010332,O-02954,P-05,3,520000,1560000
I-010333,O-02955,P-03,1,62000,62000
I-010334,O-02955,P-01,2,45000,90000
I-010335,O-02956,P-09,1,47500,47500
I-010336,O-02956,P-01,2,45000,90000
I-010337,O-02956,P-10,3,28000,84000
I-010338,O-02956,P-08,2,36000,72000
I-010339,O-02956,P-05,1,520000,520000
I-010340,O-02957,P-10,2,28000,56000
I-010341,O-02957,P-07,2,280000,560000
I-010342,O-02957,P-09,3,47500,142500
I-010343,O-02957,P-01,1,45000,45000
I-010344,O-02958,P-04,2,625000,1250000
I-010345,O-02958,P-09,1,47500,47500
I-010346,O-02958,P-02,1,210000,210000
I-010347,O-02958,P-06,1,341000,341000
I-010348,O-02959,P-08,2,36000,72000
I-010349,O-02959,P-07,1,280000,280000
I-010350,O-02960,P-10,2,28000,56000
I-010351,O-02960,P-07,3,280000,840000
I-010352,O-02961,P-07,1,280000,280000
I-010353,O-02961,P-10,2,28000,56000
I-010354,O-02961,P-05,2,520000,1040000
I-010355,O-02961,P-02,3,210000,630000
I-010356,O-02961,P-04,3,625000,1875000
I-010357,O-02962,P-01,2,45000,90000
I-010358,O-02962,P-04,1,625000,625000
I-010359,O-02962,P-03,2,62000,124000
I-010360,O-02962,P-05,1,520000,520000
I-010361,O-02962,P-09,1,47500,47500
I-010362,O-02963,P-06,2,341000,682000
I-010363,O-02963,P-02,2,210000,420000
I-010364,O-02963,P-05,2,520000,1040000
I-010365,O-02964,P-04,3,625000,1875000
I-010366,O-02964,P-08,1,36000,36000
I-010367,O-02964,P-06,2,341000,682000
I-010368,O-02964,P-03,3,62000,186000
I-010369,O-02965,P-04,1,625000,625000
I-010370,O-02965,P-06,2,341000,682000
I-010371,O-02965,P-09,1,47500,47500
I-010372,O-02966,P-02,2,210000,420000
I-010373,O-02966,P-05,1,520000,520000
I-010374,O-02966,P-06,2,341000,682000
I-010375,O-02966,P-08,1,36000,36000
I-010376,O-02966,P-10,2,28000,56000
I-010377,O-02967,P-04,2,625000,1250000
I-010378,O-02967,P-08,3,36000,108000
I-010379,O-02968,P-02,2,210000,420000
I-010380,O-02968,P-01,1,45000,45000
I-010381,O-02968,P-09,2,47500,95000
I-010382,O-02968,P-04,1,625000,625000
I-010383,O-02968,P-07,1,280000,280000
I-010384,O-02969,P-03,3,62000,186000
I-010385,O-02969,P-07,1,280000,280000
